id;status;code;is_international;int_name;ru_name
207538;Данные в процессе проверки;57;False;Interior Design;Дизайн интерьера
207538;Данные в процессе проверки;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
207538;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
207538;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
207538;Данные в процессе проверки;06;True;CNC Turning;Токарные работы на станках с ЧПУ
207538;Данные в процессе проверки;F1;False;Aerial Robotics;Эксплуатация беспилотных авиационных систем
207538;Данные в процессе проверки;D3;True;Freight forwarding;Экспедирование грузов
207538;Данные в процессе проверки;R25;False;Photography;Фотография
207538;Данные в процессе проверки;R34;False;;Архитектурный дизайн
207538;Данные в процессе проверки;07;True;CNC Milling;Фрезерные работы на станках с ЧПУ
207697;Данные в процессе проверки;12;True;Wall and Floor Tiling;Облицовка плиткой
207729;Данные в процессе проверки;T10;False;Internet marketing;Интернет-маркетинг
207961;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
208199;Данные в процессе проверки;41;True;Health and Social Care;Медицинский и социальный уход
208413;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
208471;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
20887;Данные в процессе проверки;;;;
208984;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
2100;Данные в процессе проверки;T48;False;;Банковское дело
210525;Данные подтверждены;T1;False;Gas Equipment Installation and Operation;Монтаж и эксплуатация газового оборудования
210884;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
211142;Данные в процессе проверки;R13;False;;Дорожные машины
211199;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
211339;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
211644;Данные подтверждены;R16;False;Air Transport Service;Сервис на воздушном транспорте
211994;Данные в процессе проверки;;False;Без компетенции;Без компетенции
212200;Данные в процессе проверки;;;;
21242;Данные в процессе проверки;;;;
212783;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
213542;Данные в процессе проверки;R20;False;;Татарская национальная выпечка
21360;Данные подтверждены;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
213872;Данные подтверждены;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
214238;Данные подтверждены;;;;
214811;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
214916;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
215086;Данные в процессе проверки;D3;True;Freight forwarding;Экспедирование грузов
215145;Данные в процессе проверки;46G;False;Concrete Construction Work;Бетонные строительные работы - навыки мудрых
21520;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
215365;Данные в процессе проверки;;;;
216158;Данные в процессе проверки;;;;
216893;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
217084;Данные в процессе проверки;R9;False;Tourism;Туризм
217088;Данные в процессе проверки;17G;False;Web Design and Development;Веб-дизайн и разработка - навыки мудрых
217300;Данные в процессе проверки;R23;False;Internet of things;Интернет вещей
217793;Данные в процессе проверки;R13;False;;Дорожные машины
218003;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
218341;Данные в процессе проверки;;;;
218374;Данные в процессе проверки;R41;False;;Бухгалтерский учет
218572;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
218892;Данные в процессе проверки;14;True;Aircraft Maintenance;Обслуживание авиационной техники
218892;Данные в процессе проверки;03;True;Manufacturing Team Challenge;Командная работа на производстве
219210;Данные подтверждены;R74;False;Excavator operator;Управление экскаватором
219530;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
219600;Данные в процессе проверки;R57;False;Music Teaching;Преподавание музыки в школе
22020;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
221237;Данные в процессе проверки;;;;
221363;Данные в процессе проверки;F8;False;Cyber Security;Кибербезопасность
221536;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
221611;Данные в процессе проверки;;;;
221699;Данные в процессе проверки;T70;False;Robotic Welding;Роботизированная сварка
222532;Данные в процессе проверки;D3;True;Freight forwarding;Экспедирование грузов
222613;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
222736;Данные в процессе проверки;R73;False;Grader driver;Управление автогрейдером
222736;Данные в процессе проверки;12;True;Wall and Floor Tiling;Облицовка плиткой
223260;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
223354;Данные в процессе проверки;R24;False;;Программирование
223788;Данные в процессе проверки;;;;
223881;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
223967;Данные в процессе проверки;43;True;Plastic Die Engineering;Изготовление изделий из полимерных материалов
224080;Данные подтверждены;R96;False;Nondestructive inspection;Неразрушающий контроль
224080;Данные подтверждены;10;True;Welding;Сварочные технологии
224087;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
224151;Данные в процессе проверки;;;;
224285;Данные в процессе проверки;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
224588;Данные в процессе проверки;;;;
225064;Данные в процессе проверки;;;;
225279;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
225478;Данные в процессе проверки;;;;
225697;Данные в процессе проверки;R63;False;Social Work;Социальная работа
225765;Данные в процессе проверки;T72;False;Zootechnics;Зоотехния
225932;Данные в процессе проверки;;;;
225962;Данные в процессе проверки;18G;False;Electrical Installations;Электромонтаж - Навыки мудрых
226006;Данные в процессе проверки;;;;
226191;Данные в процессе проверки;R4G;False;Preschool Education;Дошкольное воспитание - навыки мудрых
227262;Данные подтверждены;12;True;Wall and Floor Tiling;Облицовка плиткой
22748;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
227643;Данные в процессе проверки;;;;
22768;Данные в процессе проверки;17G;False;Web Design and Development;Веб-дизайн и разработка - навыки мудрых
227801;Данные в процессе проверки;17G;False;Web Design and Development;Веб-дизайн и разработка - навыки мудрых
22871;Данные в процессе проверки;R91;False;Recruiting;Рекрутинг
228849;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
229166;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
229446;Данные в процессе проверки;26;True;Carpentry;Плотницкое дело
229683;Данные подтверждены;18;True;Electrical Installations;Электромонтаж
229762;Данные подтверждены;T3;False;Document Support of Management and Archive Science;Документационное обеспечение управления и архивоведение
229886;Данные в процессе проверки;T31;False;Make-up and style;Визаж и стилистика
230123;Данные в процессе проверки;41;True;Health and Social Care;Медицинский и социальный уход
230699;Данные в процессе проверки;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
230699;Данные в процессе проверки;R56J;False;Veterinary Medicine;Ветеринария - Юниоры
230699;Данные в процессе проверки;R40;False;;Банковский клиентский менеджер
230699;Данные в процессе проверки;F8J;False;Cyber Security;Кибербезопасность - Юниоры
230717;Данные в процессе проверки;;;;
230812;Данные подтверждены;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
230850;Данные подтверждены;;;;
230851;Данные в процессе проверки;32;True;Patisserie and Confectionery;Кондитерское дело
231319;Данные в процессе проверки;23;True;Mobile Robotics;Мобильная робототехника
231319;Данные в процессе проверки;04;True;Mechatronics;Мехатроника
231356;Данные в процессе проверки;;;;
231415;Данные подтверждены;23;True;Mobile Robotics;Мобильная робототехника
231892;Данные в процессе проверки;;;;
232148;Данные в процессе проверки;R18;False;;Мастер производственного обучения
23217;Данные в процессе проверки;03;True;Manufacturing Team Challenge;Командная работа на производстве
232243;Данные в процессе проверки;30;True;Beauty Therapy;Эстетическая косметология
232907;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
233057;Данные подтверждены;;;;
233189;Данные в процессе проверки;;;;
233450;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
23347;Данные в процессе проверки;10;True;Welding;Сварочные технологии
233511;Данные подтверждены;;;;
236136;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
236424;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
236672;Данные в процессе проверки;R48;False;Relay Protection and Automation Devices Maintenance;Обслуживание и ремонт оборудования релейной защиты и автоматики
236672;Данные в процессе проверки;;False;Без компетенции;Без компетенции
236979;Данные в процессе проверки;T69;False;Additional Education for Children and Adults;Дополнительное образование детей и взрослых
237288;Данные в процессе проверки;R70;False;;Педагог дополнительного образования
237473;Данные в процессе проверки;;;;
237809;Данные подтверждены;40;True;Graphic Design Technology;Графический дизайн
238803;Данные в процессе проверки;;;;
238871;Данные в процессе проверки;R13;False;;Дорожные машины
238910;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
239528;Данные в процессе проверки;R88;False;Cable Power Line Maintenance;Эксплуатация кабельных линий электропередачи
239528;Данные в процессе проверки;F9;False;;Организация эффективного производства
239528;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
239943;Данные в процессе проверки;;;;
240272;Данные подтверждены;R9;False;Tourism;Туризм
240535;Данные в процессе проверки;;;;
240681;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
241139;Данные в процессе проверки;R48;False;Relay Protection and Automation Devices Maintenance;Обслуживание и ремонт оборудования релейной защиты и автоматики
241166;Данные в процессе проверки;;;;
241226;Данные подтверждены;34;True;Cooking;Поварское дело
241304;Данные в процессе проверки;R80;False;;Строительство и ремонт инфраструктурных объектов железнодорожного транспорта
241636;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
241735;Данные в процессе проверки;;;;
241742;Данные подтверждены;34;True;Cooking;Поварское дело
241974;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
241991;Данные в процессе проверки;T65;False;Fire Safety;Пожарная безопасность
242073;Данные в процессе проверки;;False;Без компетенции;Без компетенции
242115;Данные подтверждены;R42;False;Industrial Design Technology;Промышленный дизайн
242803;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
243119;Данные в процессе проверки;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
243377;Данные в процессе проверки;29;True;Hairdressing;Парикмахерское искусство
243762;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
244082;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
244433;Данные в процессе проверки;R99;False;Oil and gas mining;Добыча нефти и газа
244503;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
244700;Данные в процессе проверки;10;True;Welding;Сварочные технологии
244794;Данные в процессе проверки;T47;False;;Экономика и бухгалтерский учет (по отраслям)
245563;Данные в процессе проверки;R41;False;;Бухгалтерский учет
245663;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
24571;Данные в процессе проверки;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
24575;Данные в процессе проверки;;;;
246171;Данные подтверждены;30;True;Beauty Therapy;Эстетическая косметология
246270;Данные в процессе проверки;;;;
246365;Данные в процессе проверки;R22G;False;Additive manufacturing;Аддитивное производство - навыки мудрых
246391;Данные в процессе проверки;;;;
24640;Данные подтверждены;R9;False;Tourism;Туризм
246818;Данные подтверждены;34;True;Cooking;Поварское дело
247181;Данные в процессе проверки;;;;
247185;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
247390;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
247693;Данные в процессе проверки;R41;False;;Бухгалтерский учет
247693;Данные в процессе проверки;11;True;Print Media Technology;Полиграфические технологии
247693;Данные в процессе проверки;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
248148;Данные подтверждены;09;True;IT Software Solutions for Business;Программные решения для бизнеса
248207;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
248339;Данные в процессе проверки;R41;False;;Бухгалтерский учет
248435;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
248622;Данные в процессе проверки;R25;False;Photography;Фотография
248788;Данные подтверждены;R67;False;Train Driving;Управление локомотивом
249118;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
249149;Данные в процессе проверки;T89;False;Smart management system architect;Архитектор интеллектуальных систем управления
249236;Данные в процессе проверки;;False;Без компетенции;Без компетенции
249331;Данные подтверждены;R10;False;Rescue Service;Спасательные работы
249368;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
250004;Данные подтверждены;;;;
25033;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
25033;Данные подтверждены;R9;False;Tourism;Туризм
250344;Данные в процессе проверки;;;;
250448;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
250633;Данные подтверждены;;;;
250943;Данные подтверждены;10;True;Welding;Сварочные технологии
251070;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
25119;Данные в процессе проверки;;;;
251812;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
25305;Данные в процессе проверки;R60;False;Geospatial Technologies;Геопространственные технологии
25305;Данные в процессе проверки;R39;False;;Информационные системы градостроительства
253085;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
253478;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
253522;Данные в процессе проверки;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
25365;Данные в процессе проверки;;;;
253853;Данные в процессе проверки;;;;
253900;Данные в процессе проверки;;;;
254305;Данные подтверждены;20;True;Bricklaying;Кирпичная кладка
25482;Данные в процессе проверки;;;;
255094;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
255122;Данные в процессе проверки;D1;False;Physical Education, sport and fitness;Физическая культура, спорт и фитнес
255127;Данные в процессе проверки;R25;False;Photography;Фотография
255400;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
255720;Данные подтверждены;31;True;Fashion Technology;Технологии моды
256191;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
256711;Данные в процессе проверки;R25;False;Photography;Фотография
25706;Данные в процессе проверки;R41;False;;Бухгалтерский учет
257302;Данные подтверждены;;;;
257435;Данные подтверждены;02;True;Information Network Cabling;Информационные кабельные сети
257858;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
258367;Данные в процессе проверки;;;;
258587;Данные подтверждены;R75;False;Front loadear driver;Управление фронтальным погрузчиком
258612;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
258784;Данные в процессе проверки;;;;
259518;Данные подтверждены;34;True;Cooking;Поварское дело
26034;Данные в процессе проверки;;;;
260674;Данные в процессе проверки;R11J;False;Entrepreneurship;Предпринимательство - Юниоры
260674;Данные в процессе проверки;34;True;Cooking;Поварское дело
261047;Данные подтверждены;R10;False;Rescue Service;Спасательные работы
261409;Данные подтверждены;09;True;IT Software Solutions for Business;Программные решения для бизнеса
261409;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
262132;Данные в процессе проверки;;;;
262148;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
262900;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
263089;Данные подтверждены;R9;False;Tourism;Туризм
263113;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
263313;Данные в процессе проверки;;;;
263924;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
264062;Данные в процессе проверки;R25;False;Photography;Фотография
264080;Данные в процессе проверки;R71G;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"" - навыки мудрых"
264618;Данные в процессе проверки;W46;False;Sheet Metal Technology;Обработка листового металла
264771;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
265597;Данные подтверждены;34;True;Cooking;Поварское дело
26563;Данные подтверждены;12;True;Wall and Floor Tiling;Облицовка плиткой
266446;Данные в процессе проверки;R4;False;Preschool Education;Дошкольное воспитание
26645;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
266593;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
266759;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
267053;Данные в процессе проверки;46;True;Concrete Construction Work;Бетонные строительные работы
267053;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
267053;Данные в процессе проверки;42;True;Construction Metal Work;Производство металлоконструкций
267053;Данные в процессе проверки;R48;False;Relay Protection and Automation Devices Maintenance;Обслуживание и ремонт оборудования релейной защиты и автоматики
267346;Данные в процессе проверки;R56;False;Veterinary Medicine;Ветеринария
267800;Данные в процессе проверки;;;;
268352;Данные в процессе проверки;T21;False;Truck Driver;Водитель грузовика
268548;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
268663;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
268716;Данные подтверждены;R50;False;Life-cycle Management/ Program Management;Управление жизненным циклом/управление программой
268848;Данные подтверждены;25;True;Joinery;Столярное дело
268958;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
26935;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
269449;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
269859;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
270550;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
270652;Данные подтверждены;34;True;Cooking;Поварское дело
271512;Данные подтверждены;10;True;Welding;Сварочные технологии
272446;Данные в процессе проверки;;;;
272639;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
272776;Данные подтверждены;04;True;Mechatronics;Мехатроника
273314;Данные в процессе проверки;R56;False;Veterinary Medicine;Ветеринария
273605;Данные подтверждены;T3;False;Document Support of Management and Archive Science;Документационное обеспечение управления и архивоведение
273610;Данные в процессе проверки;;;;
273669;Данные в процессе проверки;;;;
273751;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
274399;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
275368;Данные в процессе проверки;R91;False;Recruiting;Рекрутинг
275500;Данные в процессе проверки;;;;
275839;Данные в процессе проверки;;;;
276689;Данные в процессе проверки;;;;
276927;Данные в процессе проверки;R41;False;;Бухгалтерский учет
27696;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
277478;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
277573;Данные в процессе проверки;13;True;Autobody Repair;Кузовной ремонт
277573;Данные в процессе проверки;36;True;Car Painting;Окраска автомобиля
277941;Данные в процессе проверки;T23;False;Architecture;Архитектура
279276;Данные в процессе проверки;R45;False;;Специалист по организационному и документационному обеспечению управления организации
279855;Данные подтверждены;01;True;Polymechanics and Automation;Полимеханика и автоматизация
280112;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
280156;Данные в процессе проверки;T3;False;Document Support of Management and Archive Science;Документационное обеспечение управления и архивоведение
280352;Данные подтверждены;R21;False;Primary School Teaching;Преподавание в младших классах
280671;Данные в процессе проверки;23Y;False;Mobile Robotics;Мобильная робототехника - Юниоры (12-14)
280769;Данные подтверждены;20;True;Bricklaying;Кирпичная кладка
280880;Данные в процессе проверки;R70;False;;Педагог дополнительного образования
281209;Данные в процессе проверки;R55;False;;Дорожное строительство
281268;Данные подтверждены;E57;True;Hotel receptioning;Администрирование отеля
282110;Данные подтверждены;47;True;Bakery;Хлебопечение
282295;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
282352;Данные подтверждены;;;;
283275;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
283885;Данные в процессе проверки;;;;
2842;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
284284;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
284357;Данные в процессе проверки;37G;False;Landscape Gardening;Ландшафтный дизайн - навыки мудрых
284403;Данные в процессе проверки;T48;False;;Банковское дело
284639;Данные подтверждены;T8;False;Occupational Health and Safety;Охрана труда
284798;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
285197;Данные в процессе проверки;R41;False;;Бухгалтерский учет
285257;Данные подтверждены;45;True;Prototype Modelling;Изготовление прототипов
285308;Данные в процессе проверки;34;True;Cooking;Поварское дело
285621;Данные в процессе проверки;T61;False;;Продажи транспортно-логистических услуг
286634;Данные подтверждены;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
28665;Данные в процессе проверки;10;True;Welding;Сварочные технологии
28668;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
286954;Данные в процессе проверки;29J;False;Hairdressing;Парикмахерское искусство - Юниоры
287011;Данные в процессе проверки;32;True;Patisserie and Confectionery;Кондитерское дело
287211;Данные в процессе проверки;R6;False;Chemical Laboratory Technology;Лабораторный химический анализ
287860;Данные в процессе проверки;;;;
288787;Данные в процессе проверки;T58;False;;Экология
289265;Данные подтверждены;R10;False;Rescue Service;Спасательные работы
289525;Данные подтверждены;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
289822;Данные в процессе проверки;34;True;Cooking;Поварское дело
290227;Данные подтверждены;R67;False;Train Driving;Управление локомотивом
290361;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
290593;Данные подтверждены;;;;
290686;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
291354;Данные в процессе проверки;;;;
291656;Данные в процессе проверки;;;;
291721;Данные в процессе проверки;34;True;Cooking;Поварское дело
291771;Данные подтверждены;17G;False;Web Design and Development;Веб-дизайн и разработка - навыки мудрых
29227;Данные в процессе проверки;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
293184;Данные в процессе проверки;10;True;Welding;Сварочные технологии
293226;Данные в процессе проверки;R41;False;;Бухгалтерский учет
293851;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
293851;Данные подтверждены;26;True;Carpentry;Плотницкое дело
294082;Данные в процессе проверки;;;;
294124;Данные в процессе проверки;R41;False;;Бухгалтерский учет
294707;Данные в процессе проверки;10;True;Welding;Сварочные технологии
29475;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
294886;Данные в процессе проверки;;;;
295191;Данные подтверждены;16;True;Electronics;Электроника
295261;Данные подтверждены;R4;False;Preschool Education;Дошкольное воспитание
295444;Данные в процессе проверки;R62;False;;Уход за больными
29601;Данные в процессе проверки;T10;False;Internet marketing;Интернет-маркетинг
296086;Данные подтверждены;04;True;Mechatronics;Мехатроника
296226;Данные в процессе проверки;E57;True;Hotel receptioning;Администрирование отеля
296493;Данные в процессе проверки;;;;
296518;Данные в процессе проверки;;;;
296713;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
297244;Данные в процессе проверки;;;;
298144;Данные подтверждены;R91;False;Recruiting;Рекрутинг
298364;Данные в процессе проверки;R90;False;Passenger Transport operation;Управление пассажирским транспортом
299216;Данные в процессе проверки;29;True;Hairdressing;Парикмахерское искусство
299285;Данные в процессе проверки;35;True;Restaurant Service;Ресторанный сервис
299344;Данные подтверждены;;;;
299397;Данные в процессе проверки;R39;False;;Информационные системы градостроительства
299590;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
299646;Данные в процессе проверки;09;True;IT Software Solutions for Business;Программные решения для бизнеса
300176;Данные в процессе проверки;T25;False;Metrology and Instrumentation;Метрология и КИП
300393;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
300422;Данные в процессе проверки;T2;False;Chemical technologies employee;Аппаратчик химических технологий
300491;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
300979;Данные в процессе проверки;31;True;Fashion Technology;Технологии моды
301651;Данные в процессе проверки;T4;False;;Технология молока
301667;Данные в процессе проверки;T12;False;;Обслуживание медицинской техники
302260;Данные в процессе проверки;;;;
302704;Данные подтверждены;34;True;Cooking;Поварское дело
303653;Данные в процессе проверки;;;;
30497;Данные в процессе проверки;;;;
3053;Данные в процессе проверки;R94;False;Engineering design;Инженерное проектирование
305481;Данные подтверждены;;;;
305511;Данные в процессе проверки;;;;
305624;Данные подтверждены;R9;False;Tourism;Туризм
305778;Данные в процессе проверки;;;;
305827;Данные в процессе проверки;F5;False;Machine learning and big data;Машинное обучение и большие данные
305973;Данные в процессе проверки;;;;
306226;Данные подтверждены;R2;False;Medical Analysis Services;Лабораторный медицинский анализ
306430;Данные в процессе проверки;40;True;Graphic Design Technology;Графический дизайн
306833;Данные в процессе проверки;;;;
30729;Данные в процессе проверки;33;True;Automobile Technology;Ремонт и обслуживание легковых автомобилей
30729;Данные в процессе проверки;D3;True;Freight forwarding;Экспедирование грузов
30729;Данные в процессе проверки;E53G;False;Agricultural Machinery andTractors Operation;Эксплуатация сельскохозяйственных машин - Навыки мудрых
307291;Данные в процессе проверки;R19;False;Primary and secondary school teaching;Преподавание в основной и средней школе
308124;Данные в процессе проверки;;;;
308159;Данные в процессе проверки;;;;
308495;Данные в процессе проверки;;;;
308723;Данные подтверждены;R50;False;Life-cycle Management/ Program Management;Управление жизненным циклом/управление программой
308911;Данные подтверждены;R60;False;Geospatial Technologies;Геопространственные технологии
309704;Данные в процессе проверки;R57;False;Music Teaching;Преподавание музыки в школе
309705;Данные в процессе проверки;;;;
309900;Данные в процессе проверки;R21;False;Primary School Teaching;Преподавание в младших классах
310229;Данные в процессе проверки;R22;False;Additive manufacturing;Аддитивное производство
310229;Данные в процессе проверки;05;True;Mechanical Engineering CAD;Инженерный дизайн CAD
31052;Данные в процессе проверки;;False;Без компетенции;Без компетенции
31057;Данные подтверждены;R58;False;Excursion and Sightseeing Services;Организация экскурсионных услуг
310880;Данные в процессе проверки;R29;False;;Логистика
31094;Данные в процессе проверки;;;;
311090;Данные в процессе проверки;T31;False;Make-up and style;Визаж и стилистика
312072;Данные в процессе проверки;;;;
312187;Данные в процессе проверки;39J;False;IT Network Systems Administration;Сетевое и системное администрирование - Юниоры (14-16)
312350;Данные подтверждены;R71;False;IT Software Solutions for Business on the “1C:Enterprise 8” platform;"ИТ-решения для бизнеса на платформе ""1С: Предприятие 8"""
312624;Данные подтверждены;17;True;Web Design and Development;Веб-дизайн и разработка
313797;Данные в процессе проверки;R46;False;Robot Systems Integration;Промышленная робототехника
313825;Данные в процессе проверки;R95;False;Manufacturing Process Engineer;Инженер-технолог машиностроения
314096;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
314504;Данные в процессе проверки;16;True;Electronics;Электроника
314615;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
314645;Данные в процессе проверки;;;;
314700;Данные подтверждены;R11;True;Entrepreneurship;Предпринимательство
314744;Данные в процессе проверки;;;;
316601;Данные в процессе проверки;03;True;Manufacturing Team Challenge;Командная работа на производстве
3170;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
317163;Данные подтверждены;R99;False;Oil and gas mining;Добыча нефти и газа
317492;Данные в процессе проверки;22;True;Painting and Decorating;Малярные и декоративные работы
317570;Данные в процессе проверки;R18;False;;Мастер производственного обучения
317722;Данные в процессе проверки;R40;False;;Банковский клиентский менеджер
318123;Данные в процессе проверки;R91;False;Recruiting;Рекрутинг
318232;Данные в процессе проверки;R11;True;Entrepreneurship;Предпринимательство
319012;Данные подтверждены;F3;False;Virtual and augmented reality (VR/AR);Разработка виртуальной и дополненной реальности
31944;Данные в процессе проверки;18;True;Electrical Installations;Электромонтаж
319516;Данные подтверждены;D2;True;3D Digital Game Art;3D Моделирование для компьютерных игр
320039;Данные в процессе проверки;;;;
32014;Данные в процессе проверки;;;;
